UserID,Mood,Engagement,EngagementDelta,Reflection,Domain,Skills,Experience,Availability,TrueSupport
User_0333,9.7,0.77,0.01,Today was balanced. Making good progress overall.,Business,"Writing, Data Analysis",Expert,"Morning, Flexible, Afternoon",None
User_0334,5.8,0.46,0.04,I keep procrastinating and need someone to hold me accountable.,Mathematics,"Presentation, Data Analysis",Advanced,"Weekends, Flexible",Motivational
User_0335,9.1,0.8,0.14,Feeling alright. Working through my tasks steadily.,Physics,"Research, Teamwork",Beginner,"Weekends, Evening, Afternoon",None
User_0336,2.1,0.24,-0.15,I feel really overwhelmed lately and don't know how to cope.,Business,"Project Management, Python, Writing",Expert,Evening,Emotional
User_0337,2.8,0.17,-0.07,I feel really overwhelmed lately and don't know how to cope.,Mathematics,"Presentation, Teamwork, Critical Thinking, Machine Learning",Intermediate,"Evening, Flexible",Emotional
User_0338,6.2,0.53,-0.04,I have the knowledge but struggle with execution and drive.,Psychology,"Critical Thinking, Statistics, Time Management, Teamwork, Programming",Advanced,"Evening, Morning",Motivational
User_0339,6.5,0.63,0.13,Today was balanced. Making good progress overall.,Education,"Programming, Research, Time Management, Problem Solving, Leadership",Expert,"Night, Weekends, Morning",None
User_0340,4.7,0.41,-0.18,I need help organizing my study plan and understanding the material.,Business,"Problem Solving, Critical Thinking, Teamwork, Python, Communication",Beginner,Evening,Academic
User_0341,6.9,0.7,0.05,Today was balanced. Making good progress overall.,Business,"Research, Machine Learning, Communication, Writing",Intermediate,"Flexible, Afternoon, Night",None
User_0342,5.3,0.42,-0.14,I'm struggling to understand the core concepts in my coursework.,Engineering,"Writing, Programming, Statistics, Teamwork",Expert,Flexible,Academic
User_0343,7.6,0.9,0.03,Pretty good day. Focused and productive.,Business,"Leadership, Machine Learning, Communication, Time Management",Advanced,Weekends,None
User_0344,9.9,0.88,0.09,Things are going okay. Just checking in today.,Data Science,"Critical Thinking, Problem Solving",Expert,"Flexible, Afternoon",None
User_0345,1.7,0.26,-0.15,I don't feel motivated at all and keep withdrawing from activities.,Engineering,"Machine Learning, Statistics, Problem Solving, Programming, Time Management",Advanced,"Afternoon, Weekends",Emotional
User_0346,5.2,0.49,-0.11,I failed my last assignment and don't know where to improve.,Physics,"Research, Data Analysis, Presentation, Problem Solving, Programming",Intermediate,"Evening, Night",Academic
User_0347,5.2,0.6,0.02,"I feel neutral — not bad, just stuck and unmotivated.",Engineering,"Teamwork, Data Analysis, Research, Writing, Presentation",Expert,"Morning, Afternoon",Motivational
User_0348,6.9,0.7,0.17,Had a normal day. Nothing special to report.,Biology,"Critical Thinking, Teamwork, Machine Learning, Python",Beginner,"Morning, Afternoon",None
User_0349,6.5,0.95,0.19,Today was balanced. Making good progress overall.,Business,"Problem Solving, Time Management, Critical Thinking, Programming",Expert,"Evening, Morning",None
User_0350,4.9,0.48,-0.08,I need a study partner who can explain things differently.,Biology,"Problem Solving, Project Management, Critical Thinking, Leadership",Advanced,"Night, Morning, Flexible",Academic
User_0351,8.6,0.88,0.12,Pretty good day. Focused and productive.,Education,"Teamwork, Statistics, Time Management, Writing, Problem Solving",Advanced,Evening,None
User_0352,4.3,0.33,-0.1,I lack the energy to begin my tasks even though I understand them.,Physics,"Presentation, Machine Learning, Critical Thinking, Leadership",Beginner,"Afternoon, Flexible",Motivational
User_0353,5.1,0.5,-0.23,I need help organizing my study plan and understanding the material.,Psychology,"Statistics, Time Management, Teamwork, Leadership, Critical Thinking",Expert,Morning,Academic
User_0354,2.6,0.16,-0.29,I don't feel motivated at all and keep withdrawing from activities.,Literature,"Research, Time Management, Presentation, Communication",Intermediate,"Flexible, Afternoon",Emotional
User_0355,5.5,0.41,-0.0,I need a push to stay consistent with my goals.,Physics,"Teamwork, Critical Thinking, Communication, Time Management, Leadership",Intermediate,Flexible,Motivational
User_0356,4.4,0.25,-0.05,I keep procrastinating and need someone to hold me accountable.,Business,"Critical Thinking, Research, Programming, Statistics, Leadership",Advanced,"Evening, Night",Motivational
User_0357,5.5,0.53,-0.04,I want to improve but can't find the motivation to push forward.,Biology,"Critical Thinking, Python, Presentation, Leadership, Programming",Advanced,"Morning, Night",Motivational
User_0358,6.3,0.85,0.1,Everything is fine. Learning and growing steadily.,Data Science,"Data Analysis, Research, Writing, Presentation, Project Management",Advanced,"Night, Afternoon",None
User_0359,5.6,0.47,-0.1,I have the knowledge but struggle with execution and drive.,Data Science,"Data Analysis, Research, Statistics, Writing",Beginner,Evening,Motivational
User_0360,4.3,0.4,-0.1,My grades have been dropping and I feel academically behind.,Business,"Writing, Python",Advanced,"Morning, Afternoon, Flexible",Academic
User_0361,4.0,0.26,-0.1,I don't feel motivated at all and keep withdrawing from activities.,Psychology,"Leadership, Research",Expert,"Night, Evening",Emotional
User_0362,1.5,0.41,-0.24,Today was hard. I felt very lonely and couldn't concentrate.,Psychology,"Communication, Programming",Expert,"Morning, Weekends",Emotional
User_0363,1.6,0.36,-0.28,I feel hopeless about my progress and don't see a way forward.,Mathematics,"Data Analysis, Programming, Leadership",Beginner,Flexible,Emotional
User_0364,7.9,0.72,0.07,Things are going okay. Just checking in today.,Literature,"Time Management, Problem Solving, Writing, Project Management",Advanced,"Morning, Weekends, Flexible",None
User_0365,5.3,0.29,-0.2,I'm struggling to understand the core concepts in my coursework.,Mathematics,"Project Management, Data Analysis, Problem Solving",Advanced,Afternoon,Academic
User_0366,6.4,0.85,0.19,Things are going okay. Just checking in today.,Education,"Problem Solving, Programming, Statistics",Expert,Afternoon,None
User_0367,1.7,0.44,-0.1,I don't feel motivated at all and keep withdrawing from activities.,Business,"Presentation, Critical Thinking, Programming",Expert,Afternoon,Emotional
User_0368,9.6,0.79,0.09,Everything is fine. Learning and growing steadily.,Engineering,"Presentation, Data Analysis",Advanced,"Flexible, Afternoon",None
User_0369,8.1,0.78,0.16,Doing well. Staying on track with my goals.,Engineering,"Critical Thinking, Problem Solving, Teamwork",Beginner,"Night, Evening, Afternoon",None
User_0370,6.8,0.87,0.15,Feeling alright. Working through my tasks steadily.,Computer Science,"Presentation, Writing, Python, Machine Learning, Problem Solving",Expert,"Afternoon, Evening, Morning",None
User_0371,6.2,0.32,-0.05,I lack the energy to begin my tasks even though I understand them.,Business,"Project Management, Problem Solving, Statistics, Programming, Critical Thinking",Intermediate,"Morning, Flexible, Afternoon",Motivational
User_0372,2.8,0.12,-0.07,I feel hopeless about my progress and don't see a way forward.,Education,"Project Management, Leadership, Critical Thinking, Machine Learning, Presentation",Intermediate,"Morning, Evening",Emotional
User_0373,8.1,0.89,0.17,Had a normal day. Nothing special to report.,Mathematics,"Programming, Project Management, Python, Problem Solving, Critical Thinking",Advanced,"Night, Evening, Morning",None
User_0374,4.1,0.33,-0.2,I need help organizing my study plan and understanding the material.,Data Science,"Statistics, Presentation",Expert,Weekends,Academic
User_0375,8.2,0.8,0.13,Things are manageable. Looking forward to improving more.,Mathematics,"Project Management, Leadership, Presentation, Time Management",Intermediate,"Morning, Afternoon",None
User_0376,5.4,0.32,0.0,I need someone to inspire me and keep me on track.,Business,"Teamwork, Problem Solving, Data Analysis, Project Management",Intermediate,"Flexible, Evening",Motivational
User_0377,4.0,0.59,-0.11,"I feel neutral — not bad, just stuck and unmotivated.",Physics,"Data Analysis, Python, Presentation, Teamwork, Communication",Advanced,"Morning, Weekends, Afternoon",Motivational
User_0378,2.1,0.3,-0.24,I'm really stressed and feeling disconnected from everyone.,Biology,"Statistics, Python, Leadership",Advanced,"Afternoon, Flexible",Emotional
User_0379,2.8,0.21,-0.12,Today was hard. I felt very lonely and couldn't concentrate.,Education,"Machine Learning, Research, Presentation, Statistics, Problem Solving",Beginner,"Afternoon, Night",Emotional
User_0380,2.9,0.32,-0.29,I feel really overwhelmed lately and don't know how to cope.,Computer Science,"Problem Solving, Teamwork, Data Analysis, Programming",Beginner,Afternoon,Emotional
User_0381,5.7,0.6,0.04,I lack the energy to begin my tasks even though I understand them.,Data Science,"Problem Solving, Critical Thinking, Presentation",Beginner,Afternoon,Motivational
User_0382,5.1,0.24,-0.17,I'm falling behind on deadlines and need academic guidance.,Literature,"Programming, Data Analysis, Writing, Time Management",Beginner,"Morning, Night",Academic
User_0383,3.7,0.42,-0.19,I failed my last assignment and don't know where to improve.,Psychology,"Critical Thinking, Research, Leadership, Data Analysis, Project Management",Intermediate,"Afternoon, Weekends, Flexible",Academic
User_0384,4.0,0.32,-0.05,I'm feeling burnt out and emotionally drained.,Literature,"Problem Solving, Time Management, Research, Teamwork, Presentation",Intermediate,"Flexible, Morning, Evening",Emotional
User_0385,4.0,0.4,-0.23,I'm struggling to understand the core concepts in my coursework.,Physics,"Time Management, Teamwork",Advanced,Afternoon,Academic
User_0386,4.4,0.31,-0.18,My grades have been dropping and I feel academically behind.,Education,"Teamwork, Time Management, Communication",Beginner,Evening,Academic
User_0387,4.6,0.47,-0.14,I can't grasp the mathematical concepts no matter how hard I try.,Data Science,"Critical Thinking, Leadership, Machine Learning, Presentation",Beginner,Flexible,Academic
User_0388,3.7,0.38,-0.12,I need a study partner who can explain things differently.,Computer Science,"Research, Programming, Presentation, Machine Learning",Beginner,"Morning, Night",Academic
User_0389,2.5,0.31,-0.28,I feel hopeless about my progress and don't see a way forward.,Computer Science,"Teamwork, Project Management, Data Analysis, Research",Advanced,"Weekends, Morning",Emotional
User_0390,9.0,0.61,0.14,Doing well. Staying on track with my goals.,Data Science,"Python, Research",Expert,"Evening, Flexible, Night",None
User_0391,4.6,0.37,-0.07,I keep procrastinating and need someone to hold me accountable.,Engineering,"Programming, Python, Project Management, Communication",Advanced,"Morning, Weekends",Motivational
User_0392,3.7,0.22,-0.16,I feel hopeless about my progress and don't see a way forward.,Literature,"Data Analysis, Research, Machine Learning",Advanced,Night,Emotional
User_0393,6.5,0.49,-0.22,I need help organizing my study plan and understanding the material.,Education,"Teamwork, Writing, Communication",Expert,"Flexible, Weekends, Afternoon",Academic
User_0394,5.9,0.56,-0.07,I need a push to stay consistent with my goals.,Mathematics,"Writing, Problem Solving",Beginner,Flexible,Motivational
User_0395,5.9,0.46,-0.1,I want to improve but can't find the motivation to push forward.,Physics,"Writing, Programming, Research, Statistics",Beginner,Afternoon,Motivational
User_0396,4.1,0.29,-0.16,I need help organizing my study plan and understanding the material.,Engineering,"Problem Solving, Statistics",Advanced,"Night, Afternoon, Flexible",Academic
User_0397,4.2,0.38,-0.21,My grades have been dropping and I feel academically behind.,Engineering,"Data Analysis, Programming",Expert,Evening,Academic
User_0398,3.3,0.31,-0.09,I don't feel motivated at all and keep withdrawing from activities.,Psychology,"Teamwork, Machine Learning, Leadership, Presentation, Problem Solving",Expert,"Afternoon, Night",Emotional
User_0399,8.1,0.76,0.15,Pretty good day. Focused and productive.,Education,"Critical Thinking, Statistics",Intermediate,"Night, Morning",None
User_0400,2.8,0.12,-0.17,I've been struggling with anxiety and can't focus on anything.,Engineering,"Leadership, Data Analysis, Communication, Programming",Advanced,"Afternoon, Night",Emotional
User_0401,7.6,0.73,0.0,Things are manageable. Looking forward to improving more.,Physics,"Presentation, Critical Thinking",Intermediate,Afternoon,None
User_0402,3.8,0.31,-0.18,I'm falling behind on deadlines and need academic guidance.,Physics,"Communication, Problem Solving",Beginner,"Flexible, Afternoon, Morning",Academic
User_0403,5.8,0.17,-0.19,I don't understand how to approach the research methodology.,Literature,"Python, Programming, Writing, Problem Solving, Machine Learning",Intermediate,"Afternoon, Flexible, Weekends",Academic
User_0404,4.0,0.42,-0.05,I know what I need to do but I just can't get myself started.,Psychology,"Time Management, Writing",Advanced,Morning,Motivational
User_0405,8.4,0.6,0.18,Everything is fine. Learning and growing steadily.,Engineering,"Machine Learning, Project Management, Leadership",Beginner,"Night, Flexible",None
User_0406,5.5,0.44,-0.19,I failed my last assignment and don't know where to improve.,Computer Science,"Writing, Python, Project Management",Beginner,"Morning, Afternoon",Academic
User_0407,3.2,0.23,-0.29,I'm really stressed and feeling disconnected from everyone.,Mathematics,"Writing, Time Management, Project Management, Communication, Machine Learning",Expert,"Flexible, Weekends, Afternoon",Emotional
User_0408,4.3,0.49,-0.1,I need a push to stay consistent with my goals.,Business,"Teamwork, Statistics, Programming, Data Analysis, Critical Thinking",Expert,Evening,Motivational
User_0409,5.7,0.36,-0.09,I can't grasp the mathematical concepts no matter how hard I try.,Engineering,"Statistics, Machine Learning",Expert,"Flexible, Weekends, Morning",Academic
User_0410,8.1,0.85,0.1,Feeling alright. Working through my tasks steadily.,Education,"Communication, Critical Thinking, Machine Learning, Programming",Expert,"Afternoon, Weekends",None
User_0411,5.9,0.5,-0.17,I need a study partner who can explain things differently.,Biology,"Python, Statistics, Time Management",Intermediate,"Flexible, Morning",Academic
User_0412,4.8,0.44,0.0,I lack the energy to begin my tasks even though I understand them.,Data Science,"Python, Project Management, Research",Advanced,"Evening, Flexible, Morning",Motivational
User_0413,6.3,0.42,-0.06,I know what I need to do but I just can't get myself started.,Business,"Presentation, Machine Learning, Teamwork, Python, Writing",Advanced,Evening,Motivational
User_0414,6.0,0.25,-0.11,I need a study partner who can explain things differently.,Physics,"Project Management, Leadership, Critical Thinking",Beginner,"Night, Flexible",Academic
User_0415,2.0,0.23,-0.17,I've been struggling with anxiety and can't focus on anything.,Engineering,"Programming, Time Management, Problem Solving, Statistics",Beginner,Evening,Emotional
User_0416,7.1,0.63,0.18,Doing well. Staying on track with my goals.,Psychology,"Teamwork, Programming",Beginner,"Flexible, Evening",None
User_0417,9.1,0.97,0.09,Things are going okay. Just checking in today.,Biology,"Critical Thinking, Communication, Writing",Beginner,Evening,None
User_0418,9.1,0.64,0.2,Feeling alright. Working through my tasks steadily.,Data Science,"Research, Problem Solving, Leadership",Intermediate,"Weekends, Evening, Flexible",None
User_0419,4.5,0.46,-0.23,I can't grasp the mathematical concepts no matter how hard I try.,Computer Science,"Data Analysis, Presentation, Critical Thinking, Statistics, Python",Beginner,"Morning, Weekends",Academic
User_0420,2.6,0.37,-0.13,I'm really stressed and feeling disconnected from everyone.,Education,"Project Management, Research, Problem Solving, Teamwork",Advanced,Evening,Emotional
User_0421,4.3,0.48,-0.09,My grades have been dropping and I feel academically behind.,Psychology,"Statistics, Python, Machine Learning, Critical Thinking",Advanced,"Morning, Afternoon, Evening",Academic
User_0422,4.9,0.39,-0.23,I'm struggling to understand the core concepts in my coursework.,Mathematics,"Machine Learning, Problem Solving, Critical Thinking, Leadership",Beginner,Afternoon,Academic
User_0423,2.0,0.17,-0.11,Everything seems too much. I feel isolated and exhausted.,Literature,"Writing, Presentation, Machine Learning, Programming, Project Management",Advanced,"Flexible, Night, Evening",Emotional
User_0424,8.7,0.88,0.09,Today was balanced. Making good progress overall.,Education,"Statistics, Teamwork, Programming",Advanced,"Night, Morning, Flexible",None
User_0425,5.0,0.17,-0.23,I don't understand how to approach the research methodology.,Psychology,"Time Management, Problem Solving, Data Analysis, Writing",Expert,"Flexible, Evening, Weekends",Academic
User_0426,7.6,0.89,0.02,Had a normal day. Nothing special to report.,Psychology,"Programming, Problem Solving, Machine Learning, Time Management",Beginner,Weekends,None
User_0427,6.4,0.38,-0.08,I need a push to stay consistent with my goals.,Data Science,"Data Analysis, Machine Learning, Time Management, Research, Teamwork",Intermediate,Weekends,Motivational
User_0428,8.4,0.79,0.11,Things are manageable. Looking forward to improving more.,Education,"Critical Thinking, Presentation, Research, Writing",Beginner,"Flexible, Morning, Night",None
User_0429,3.8,0.44,-0.07,I'm struggling to understand the core concepts in my coursework.,Biology,"Statistics, Machine Learning, Time Management, Project Management, Teamwork",Beginner,"Evening, Night",Academic
User_0430,4.4,0.43,-0.11,I'm falling behind on deadlines and need academic guidance.,Psychology,"Critical Thinking, Communication, Data Analysis, Machine Learning, Presentation",Advanced,"Afternoon, Flexible",Academic
User_0431,4.9,0.44,-0.14,"I feel neutral — not bad, just stuck and unmotivated.",Mathematics,"Machine Learning, Critical Thinking",Beginner,"Afternoon, Evening",Motivational
User_0432,2.2,0.25,-0.25,I've been struggling with anxiety and can't focus on anything.,Biology,"Research, Data Analysis",Expert,"Weekends, Night, Evening",Emotional
User_0433,6.5,0.63,0.0,Things are manageable. Looking forward to improving more.,Psychology,"Critical Thinking, Data Analysis, Problem Solving",Intermediate,"Afternoon, Evening",None
User_0434,8.5,0.78,0.08,Things are manageable. Looking forward to improving more.,Psychology,"Writing, Project Management",Expert,"Night, Weekends",None
User_0435,9.4,0.69,0.1,Pretty good day. Focused and productive.,Business,"Writing, Data Analysis, Machine Learning",Expert,Weekends,None
User_0436,4.4,0.51,0.05,I need someone to inspire me and keep me on track.,Computer Science,"Machine Learning, Leadership",Beginner,"Evening, Morning, Night",Motivational
User_0437,8.5,0.87,0.13,Everything is fine. Learning and growing steadily.,Data Science,"Critical Thinking, Machine Learning",Expert,Afternoon,None
User_0438,2.1,0.44,-0.23,I've been struggling with anxiety and can't focus on anything.,Business,"Leadership, Time Management",Expert,"Night, Weekends, Evening",Emotional
User_0439,2.7,0.3,-0.14,I'm really stressed and feeling disconnected from everyone.,Education,"Presentation, Programming, Machine Learning, Communication",Expert,Flexible,Emotional
User_0440,1.8,0.19,-0.11,I've been struggling with anxiety and can't focus on anything.,Biology,"Statistics, Writing, Critical Thinking, Time Management, Communication",Advanced,"Afternoon, Weekends",Emotional
User_0441,5.9,0.45,-0.18,I failed my last assignment and don't know where to improve.,Physics,"Programming, Writing, Communication, Presentation",Intermediate,Night,Academic
User_0442,5.7,0.21,-0.13,I need a study partner who can explain things differently.,Education,"Teamwork, Leadership, Programming",Expert,"Night, Afternoon",Academic
User_0443,2.4,0.43,-0.07,I feel hopeless about my progress and don't see a way forward.,Biology,"Python, Writing",Advanced,"Night, Flexible",Emotional
User_0444,9.8,0.87,0.01,Doing well. Staying on track with my goals.,Literature,"Communication, Writing, Critical Thinking, Data Analysis, Python",Advanced,"Night, Flexible",None
User_0445,7.8,0.87,0.05,Today was balanced. Making good progress overall.,Education,"Problem Solving, Communication, Teamwork, Statistics",Expert,"Flexible, Weekends",None
User_0446,4.2,0.29,-0.06,I want to improve but can't find the motivation to push forward.,Psychology,"Critical Thinking, Python, Project Management, Teamwork",Expert,Morning,Motivational
User_0447,6.4,0.47,-0.01,I lack the energy to begin my tasks even though I understand them.,Biology,"Python, Time Management, Machine Learning",Intermediate,Morning,Motivational
User_0448,1.8,0.26,-0.07,I'm feeling burnt out and emotionally drained.,Education,"Data Analysis, Project Management, Programming",Intermediate,"Weekends, Afternoon, Morning",Emotional
User_0449,4.8,0.27,0.04,I need someone to inspire me and keep me on track.,Literature,"Communication, Writing, Programming, Statistics",Expert,"Morning, Night",Motivational
User_0450,3.9,0.42,-0.21,I failed my last assignment and don't know where to improve.,Physics,"Leadership, Research",Beginner,"Night, Afternoon, Flexible",Academic
User_0451,9.1,0.61,0.1,Things are going okay. Just checking in today.,Biology,"Python, Statistics",Advanced,Weekends,None
User_0452,2.3,0.4,-0.1,Everything seems too much. I feel isolated and exhausted.,Literature,"Writing, Presentation, Problem Solving, Data Analysis",Expert,"Morning, Weekends, Night",Emotional
User_0453,4.7,0.37,-0.06,I failed my last assignment and don't know where to improve.,Computer Science,"Presentation, Teamwork, Programming, Leadership, Statistics",Advanced,"Weekends, Evening, Flexible",Academic
User_0454,5.7,0.35,-0.07,I lack the energy to begin my tasks even though I understand them.,Data Science,"Statistics, Teamwork, Leadership, Communication",Expert,"Afternoon, Flexible, Morning",Motivational
User_0455,4.1,0.26,0.05,I want to improve but can't find the motivation to push forward.,Physics,"Time Management, Project Management",Intermediate,"Flexible, Afternoon",Motivational
User_0456,6.1,0.62,0.16,Things are going okay. Just checking in today.,Literature,"Programming, Critical Thinking",Beginner,"Evening, Night, Weekends",None
User_0457,9.7,0.61,0.03,Things are going okay. Just checking in today.,Mathematics,"Programming, Project Management, Teamwork",Intermediate,"Night, Weekends, Afternoon",None
User_0458,9.6,0.93,0.02,Feeling alright. Working through my tasks steadily.,Education,"Research, Presentation",Beginner,"Afternoon, Morning, Flexible",None
User_0459,2.0,0.39,-0.12,Today was hard. I felt very lonely and couldn't concentrate.,Mathematics,"Leadership, Machine Learning",Expert,"Afternoon, Morning, Flexible",Emotional
User_0460,4.8,0.29,-0.12,I need a push to stay consistent with my goals.,Mathematics,"Problem Solving, Teamwork, Programming",Intermediate,Morning,Motivational
User_0461,5.9,0.37,-0.17,I need help organizing my study plan and understanding the material.,Business,"Leadership, Research, Machine Learning",Beginner,Afternoon,Academic
User_0462,2.2,0.38,-0.11,I've been struggling with anxiety and can't focus on anything.,Physics,"Python, Time Management",Advanced,Morning,Emotional
User_0463,5.3,0.4,-0.13,I failed my last assignment and don't know where to improve.,Psychology,"Critical Thinking, Leadership, Data Analysis, Research",Beginner,Weekends,Academic
User_0464,5.2,0.47,-0.11,I know what I need to do but I just can't get myself started.,Business,"Python, Critical Thinking, Research, Programming, Statistics",Intermediate,"Morning, Weekends, Evening",Motivational
User_0465,3.7,0.28,-0.21,I can't grasp the mathematical concepts no matter how hard I try.,Mathematics,"Project Management, Teamwork, Leadership",Beginner,"Afternoon, Flexible",Academic
User_0466,5.2,0.29,0.03,I have the knowledge but struggle with execution and drive.,Education,"Python, Statistics, Presentation, Time Management, Critical Thinking",Beginner,Afternoon,Motivational
User_0467,4.6,0.33,-0.07,I want to improve but can't find the motivation to push forward.,Literature,"Presentation, Project Management, Problem Solving",Advanced,Morning,Motivational
User_0468,6.9,0.84,0.04,Doing well. Staying on track with my goals.,Engineering,"Leadership, Machine Learning",Intermediate,"Morning, Night",None
User_0469,3.6,0.35,-0.19,I failed my last assignment and don't know where to improve.,Physics,"Project Management, Problem Solving, Communication",Intermediate,Evening,Academic
User_0470,6.3,0.94,0.1,Today was balanced. Making good progress overall.,Physics,"Writing, Programming, Problem Solving, Research, Communication",Intermediate,"Afternoon, Weekends, Flexible",None
User_0471,7.7,0.69,0.19,Feeling alright. Working through my tasks steadily.,Physics,"Python, Presentation, Data Analysis, Teamwork",Advanced,Afternoon,None
User_0472,2.4,0.38,-0.09,I'm feeling burnt out and emotionally drained.,Literature,"Python, Leadership",Expert,"Weekends, Morning, Night",Emotional
User_0473,9.8,0.65,0.06,Had a normal day. Nothing special to report.,Engineering,"Critical Thinking, Programming",Expert,Flexible,None
User_0474,3.3,0.41,-0.2,I don't feel motivated at all and keep withdrawing from activities.,Physics,"Writing, Presentation, Leadership, Machine Learning",Expert,"Weekends, Morning, Night",Emotional
User_0475,7.7,0.71,0.19,Today was balanced. Making good progress overall.,Computer Science,"Data Analysis, Presentation",Advanced,"Weekends, Morning",None
User_0476,2.1,0.32,-0.21,I've been struggling with anxiety and can't focus on anything.,Education,"Presentation, Python, Critical Thinking, Project Management",Expert,"Morning, Flexible",Emotional
User_0477,2.0,0.41,-0.17,Today was hard. I felt very lonely and couldn't concentrate.,Data Science,"Writing, Problem Solving, Research",Intermediate,"Morning, Night, Afternoon",Emotional
User_0478,5.2,0.44,0.02,I need someone to inspire me and keep me on track.,Computer Science,"Problem Solving, Time Management",Beginner,"Night, Weekends",Motivational
User_0479,6.3,0.96,0.06,Had a normal day. Nothing special to report.,Education,"Programming, Project Management, Presentation, Statistics",Beginner,Night,None
User_0480,1.9,0.44,-0.16,I've been struggling with anxiety and can't focus on anything.,Psychology,"Statistics, Presentation, Writing, Leadership",Beginner,Afternoon,Emotional
User_0481,9.5,0.69,0.19,Doing well. Staying on track with my goals.,Business,"Leadership, Presentation, Project Management, Python, Communication",Beginner,Morning,None
User_0482,7.8,0.83,0.18,Everything is fine. Learning and growing steadily.,Education,"Project Management, Time Management, Programming, Problem Solving",Expert,"Weekends, Flexible",None
User_0483,4.4,0.48,-0.13,I need help organizing my study plan and understanding the material.,Biology,"Leadership, Problem Solving, Communication",Advanced,Afternoon,Academic
User_0484,4.1,0.36,-0.12,I need someone to inspire me and keep me on track.,Psychology,"Teamwork, Presentation, Time Management",Beginner,"Afternoon, Flexible, Weekends",Motivational
User_0485,5.1,0.59,-0.04,I lack the energy to begin my tasks even though I understand them.,Psychology,"Critical Thinking, Presentation, Python",Advanced,"Evening, Flexible, Afternoon",Motivational
User_0486,2.9,0.2,-0.08,I've been struggling with anxiety and can't focus on anything.,Literature,"Programming, Writing, Leadership, Problem Solving, Teamwork",Advanced,Flexible,Emotional
User_0487,7.2,0.76,0.17,Things are manageable. Looking forward to improving more.,Business,"Presentation, Leadership",Beginner,Afternoon,None
User_0488,4.1,0.44,-0.06,I lack the energy to begin my tasks even though I understand them.,Mathematics,"Python, Machine Learning, Project Management, Research",Intermediate,"Weekends, Afternoon, Evening",Motivational
User_0489,7.5,0.75,0.06,Doing well. Staying on track with my goals.,Engineering,"Problem Solving, Machine Learning, Teamwork, Critical Thinking, Python",Expert,"Evening, Night, Afternoon",None
User_0490,4.7,0.53,0.04,I need a push to stay consistent with my goals.,Physics,"Research, Presentation",Expert,"Flexible, Night",Motivational
User_0491,6.3,0.98,0.15,Had a normal day. Nothing special to report.,Psychology,"Writing, Research",Advanced,"Night, Weekends",None
User_0492,3.5,0.2,-0.18,I'm really stressed and feeling disconnected from everyone.,Literature,"Data Analysis, Writing, Critical Thinking, Leadership",Intermediate,"Weekends, Afternoon, Flexible",Emotional
User_0493,5.6,0.56,-0.07,I have the knowledge but struggle with execution and drive.,Physics,"Research, Python, Programming, Teamwork, Writing",Beginner,"Evening, Night",Motivational
User_0494,5.2,0.35,-0.08,I don't understand how to approach the research methodology.,Computer Science,"Programming, Communication",Advanced,"Morning, Weekends",Academic
User_0495,1.4,0.26,-0.13,I don't feel motivated at all and keep withdrawing from activities.,Business,"Teamwork, Communication",Beginner,Weekends,Emotional
User_0496,5.1,0.48,-0.15,I need help organizing my study plan and understanding the material.,Computer Science,"Problem Solving, Data Analysis, Project Management, Time Management",Advanced,Evening,Academic
User_0497,2.6,0.22,-0.26,I've been struggling with anxiety and can't focus on anything.,Education,"Critical Thinking, Problem Solving, Teamwork",Beginner,"Evening, Flexible, Weekends",Emotional
User_0498,6.1,0.53,-0.04,I lack the energy to begin my tasks even though I understand them.,Business,"Data Analysis, Problem Solving, Writing, Statistics, Research",Intermediate,Weekends,Motivational
User_0499,7.4,0.88,0.03,Things are manageable. Looking forward to improving more.,Physics,"Statistics, Teamwork",Expert,Morning,None
User_0500,5.7,0.36,-0.11,I lack the energy to begin my tasks even though I understand them.,Psychology,"Python, Presentation, Statistics, Research",Intermediate,Flexible,Motivational
