"UserID","Mood","Engagement","PrevEngagement","Reflection","Domain","Skills","Availability","ExperienceLevel","Profile"
"User_173","4","0.42","0.42","I have been absent from sessions due to low energy.","Business","Critical Thinking|Problem Solving|Data Analysis|Mentoring","Evening|Flexible","Advanced","negative"
"User_174","4","0.64","0.71","Today was fine but I could be more productive.","Business","Communication|Public Speaking|Critical Thinking","Weekends","Intermediate","neutral"
"User_175","10","0.75","0.68","I completed my tasks and feel accomplished today.","Business","Critical Thinking|Teaching|Leadership","Weekends|Weekdays","Advanced","positive"
"User_176","4","0.23","0.24","I feel isolated and disconnected from my peers.","Engineering","Machine Learning|Data Analysis|Problem Solving","Weekends","Beginner","negative"
"User_177","1","0.43","0.39","I feel overwhelmed and cannot focus on anything.","Computer Science","Writing|Project Management|Mentoring|Leadership|Statistics","Afternoon|Morning|Flexible","Expert","negative"
"User_178","7","0.6","0.69","It was an average day. Nothing special happened.","Computer Science","Python|Public Speaking|Data Analysis|Machine Learning|Research","Evening|Morning|Weekends","Expert","neutral"
"User_179","1","0.42","0.51","I have been absent from sessions due to low energy.","Engineering","Leadership|Teaching|Data Analysis","Flexible|Evening","Advanced","negative"
"User_180","10","0.81","0.77","I completed my tasks and feel accomplished today.","Biology","Mentoring|Project Management|Statistics|Public Speaking","Flexible|Morning|Weekdays","Expert","positive"
"User_181","4","0.59","0.51","I am okay but could use some guidance on next steps.","Psychology","Project Management|Critical Thinking|Mentoring|Communication|Teaching","Weekends","Beginner","neutral"
"User_182","4","0.16","0.24","I am struggling with the coursework and feel lost.","Mathematics","Writing|Project Management","Morning|Afternoon","Intermediate","negative"
"User_183","4","0.42","0.51","I am exhausted and demotivated. Nothing seems to work.","Engineering","Teaching|Project Management|Critical Thinking","Weekends|Evening|Night","Intermediate","negative"
"User_184","1","0.25","0.39","I feel isolated and disconnected from my peers.","Computer Science","Critical Thinking|Leadership","Evening","Expert","negative"
"User_185","9","0.92","0.8","My energy is high and I feel positive about my goals.","Physics","Communication|Data Analysis|Critical Thinking","Afternoon|Weekdays","Expert","positive"
"User_186","5","0.61","0.57","I completed the work but did not feel particularly engaged.","Mathematics","Critical Thinking|Machine Learning|Mathematics","Afternoon|Weekdays|Night","Advanced","neutral"
"User_187","9","0.81","0.69","I am enthusiastic about my progress this week.","Psychology","Statistics|Writing|Critical Thinking","Weekends|Flexible","Expert","positive"
"User_188","7","0.86","0.88","Things are going well. I feel supported and engaged.","Education","Research|Critical Thinking","Flexible|Morning","Intermediate","positive"
"User_189","10","0.71","0.71","I am enthusiastic about my progress this week.","Mathematics","Problem Solving|Writing|Statistics|Project Management","Evening|Night","Advanced","positive"
"User_190","9","0.98","1.0","My energy is high and I feel positive about my goals.","Literature","Problem Solving|Statistics|Writing","Morning|Night","Advanced","positive"
"User_191","6","0.53","0.67","I am unsure about some concepts and need clarity.","Literature","Research|Communication|Teaching","Afternoon|Night|Evening","Intermediate","neutral"
"User_192","3","0.34","0.37","I am frustrated and feel like giving up on my goals.","Literature","Communication|Critical Thinking|Research","Evening|Morning","Intermediate","negative"
"User_193","4","0.69","0.62","Today was fine but I could be more productive.","Biology","Mathematics|Research|Machine Learning|Statistics|Critical Thinking","Night|Afternoon|Evening","Intermediate","neutral"
"User_194","10","0.93","0.81","Today was productive; I understood the material clearly.","Physics","Teaching|Critical Thinking|Data Analysis|Mathematics|Project Management","Morning|Evening|Weekends","Beginner","positive"
"User_195","9","0.71","0.63","I feel confident and ready to tackle the challenges ahead.","Literature","Mathematics|Communication|Public Speaking|Critical Thinking|Statistics","Morning","Advanced","positive"
"User_196","2","0.23","0.36","I cannot understand the material no matter how hard I try.","Physics","Communication|Python|Problem Solving","Evening","Expert","negative"
"User_197","8","0.77","0.72","Things are going well. I feel supported and engaged.","Physics","Data Analysis|Problem Solving|Communication","Morning|Night","Expert","positive"
"User_198","7","0.66","0.68","Things are going well. I feel supported and engaged.","Psychology","Public Speaking|Machine Learning|Leadership","Afternoon|Weekends|Flexible","Advanced","positive"
"User_199","2","0.37","0.22","I have been withdrawing from group activities lately.","Engineering","Critical Thinking|Python|Machine Learning|Teaching|Leadership","Weekends|Night","Expert","negative"
"User_200","9","0.91","0.9","Today was productive; I understood the material clearly.","Literature","Mathematics|Project Management","Afternoon|Evening|Weekdays","Intermediate","positive"
"User_201","10","0.83","0.92","Things are going well. I feel supported and engaged.","Literature","Teaching|Critical Thinking|Public Speaking|Statistics|Communication","Flexible|Night","Intermediate","positive"
"User_202","3","0.42","0.48","I feel hopeless about my academic performance.","Psychology","Communication|Statistics|Leadership","Morning|Afternoon","Advanced","negative"
"User_203","7","0.58","0.58","I am unsure about some concepts and need clarity.","Education","Problem Solving|Mentoring|Data Analysis","Weekdays|Afternoon|Weekends","Intermediate","neutral"
"User_204","9","0.94","1.0","I feel confident and ready to tackle the challenges ahead.","Business","Problem Solving|Writing","Flexible","Expert","positive"
"User_205","7","0.52","0.45","Today was fine but I could be more productive.","Education","Problem Solving|Writing|Statistics|Teaching|Python","Evening","Beginner","neutral"
"User_206","5","0.63","0.64","Today was fine but I could be more productive.","Data Science","Teaching|Statistics","Flexible|Weekends","Advanced","neutral"
"User_207","4","0.27","0.25","I cannot understand the material no matter how hard I try.","Psychology","Research|Project Management|Python","Evening|Flexible","Beginner","negative"
"User_208","2","0.13","0.14","I feel hopeless about my academic performance.","Business","Writing|Teaching|Public Speaking|Leadership|Machine Learning","Weekends","Advanced","negative"
"User_209","5","0.5","0.63","I felt neither excited nor stressed today.","Mathematics","Project Management|Data Analysis|Mentoring|Statistics","Flexible","Expert","neutral"
"User_210","2","0.33","0.37","I have been withdrawing from group activities lately.","Biology","Machine Learning|Communication|Leadership","Night|Flexible|Afternoon","Advanced","negative"
"User_211","4","0.59","0.66","I completed the work but did not feel particularly engaged.","Education","Machine Learning|Communication|Problem Solving|Mathematics","Weekends|Morning","Beginner","neutral"
"User_212","6","0.66","0.68","I am unsure about some concepts and need clarity.","Biology","Project Management|Leadership|Problem Solving|Research|Communication","Evening|Weekends","Intermediate","neutral"
"User_213","6","0.67","0.65","It was an average day. Nothing special happened.","Computer Science","Mentoring|Mathematics","Morning|Flexible","Intermediate","neutral"
"User_214","10","0.72","0.77","I am motivated and looking forward to collaborating with others.","Mathematics","Project Management|Research|Statistics","Evening|Flexible|Morning","Advanced","positive"
"User_215","4","0.52","0.41","I felt neither excited nor stressed today.","Biology","Mentoring|Statistics|Machine Learning|Project Management|Python","Night","Beginner","neutral"
"User_216","10","0.65","0.53","Things are going well. I feel supported and engaged.","Psychology","Machine Learning|Writing|Problem Solving|Statistics|Leadership","Morning|Weekdays","Beginner","positive"
"User_217","6","0.44","0.42","I am okay but could use some guidance on next steps.","Engineering","Data Analysis|Teaching","Weekends","Intermediate","neutral"
"User_218","2","0.42","0.38","I feel hopeless about my academic performance.","Physics","Statistics|Public Speaking|Writing","Weekends","Expert","negative"
"User_219","5","0.47","0.54","I completed the work but did not feel particularly engaged.","Biology","Mathematics|Machine Learning|Python|Mentoring","Afternoon|Weekends","Intermediate","neutral"
"User_220","7","0.92","1.0","I completed my tasks and feel accomplished today.","Physics","Statistics|Leadership|Problem Solving|Mentoring|Teaching","Weekends","Beginner","positive"
"User_221","2","0.2","0.05","I feel hopeless about my academic performance.","Education","Data Analysis|Mentoring|Writing|Problem Solving","Morning","Beginner","negative"
"User_222","7","0.98","1.0","I enjoyed the session and learned a lot of new concepts.","Data Science","Mentoring|Machine Learning|Data Analysis|Critical Thinking","Weekdays|Night","Beginner","positive"
"User_223","5","0.48","0.42","I felt neither excited nor stressed today.","Psychology","Mathematics|Writing|Data Analysis","Night|Weekends","Beginner","neutral"
"User_224","5","0.42","0.27","I completed the work but did not feel particularly engaged.","Education","Problem Solving|Teaching","Morning|Evening|Afternoon","Beginner","neutral"
"User_225","7","0.71","0.66","Things are going well. I feel supported and engaged.","Data Science","Writing|Communication|Public Speaking|Machine Learning","Weekdays|Morning","Beginner","positive"
"User_226","4","0.48","0.41","I completed the work but did not feel particularly engaged.","Physics","Data Analysis|Communication|Python|Problem Solving|Teaching","Evening","Intermediate","neutral"
"User_227","7","0.73","0.63","I feel confident and ready to tackle the challenges ahead.","Computer Science","Leadership|Python","Evening|Night","Intermediate","positive"
"User_228","1","0.27","0.16","I cannot understand the material no matter how hard I try.","Biology","Leadership|Critical Thinking|Machine Learning|Communication","Flexible|Morning","Advanced","negative"
"User_229","1","0.12","0.0","I have been absent from sessions due to low energy.","Computer Science","Statistics|Problem Solving|Research|Mathematics|Communication","Weekends","Expert","negative"
"User_230","9","0.91","1.0","I completed my tasks and feel accomplished today.","Physics","Teaching|Problem Solving|Mathematics|Leadership","Weekends|Afternoon|Weekdays","Beginner","positive"
"User_231","9","0.87","0.75","I feel confident and ready to tackle the challenges ahead.","Business","Mathematics|Mentoring","Flexible|Weekdays","Advanced","positive"
"User_232","5","0.53","0.67","It was an average day. Nothing special happened.","Engineering","Statistics|Python|Leadership|Data Analysis","Weekdays|Evening","Expert","neutral"
"User_233","7","0.83","0.76","I enjoyed the session and learned a lot of new concepts.","Psychology","Critical Thinking|Mentoring","Afternoon","Advanced","positive"
"User_234","10","0.9","0.88","Things are going well. I feel supported and engaged.","Business","Research|Leadership|Statistics|Project Management|Writing","Morning|Afternoon|Flexible","Intermediate","positive"
"User_235","7","0.84","0.94","I completed my tasks and feel accomplished today.","Physics","Problem Solving|Research|Statistics|Mathematics","Flexible","Advanced","positive"
"User_236","1","0.14","0.19","I feel isolated and disconnected from my peers.","Engineering","Machine Learning|Leadership","Night|Weekends","Beginner","negative"
"User_237","8","0.66","0.53","I enjoyed the session and learned a lot of new concepts.","Physics","Statistics|Problem Solving|Public Speaking","Morning","Beginner","positive"
"User_238","2","0.1","0.25","I cannot understand the material no matter how hard I try.","Business","Teaching|Public Speaking","Flexible|Morning","Beginner","negative"
"User_239","10","0.93","1.0","Today was productive; I understood the material clearly.","Business","Python|Problem Solving","Afternoon","Expert","positive"
"User_240","4","0.51","0.55","I am unsure about some concepts and need clarity.","Engineering","Leadership|Writing|Research|Mathematics","Afternoon|Morning","Intermediate","neutral"
"User_241","7","0.42","0.57","I felt neither excited nor stressed today.","Education","Critical Thinking|Leadership|Mentoring","Afternoon|Weekdays|Weekends","Beginner","neutral"
"User_242","3","0.24","0.36","I am frustrated and feel like giving up on my goals.","Business","Critical Thinking|Research|Writing|Python","Weekends|Afternoon","Beginner","negative"
"User_243","1","0.37","0.3","I am frustrated and feel like giving up on my goals.","Data Science","Mathematics|Teaching|Leadership|Writing","Afternoon","Intermediate","negative"
"User_244","1","0.36","0.42","I feel anxious and unable to keep up with assignments.","Literature","Communication|Project Management|Writing|Mathematics|Leadership","Evening|Weekdays|Flexible","Beginner","negative"
"User_245","5","0.57","0.43","My performance was moderate. I need to push a bit more.","Physics","Writing|Problem Solving|Python|Statistics","Afternoon","Intermediate","neutral"
"User_246","6","0.68","0.71","My performance was moderate. I need to push a bit more.","Engineering","Machine Learning|Writing|Mathematics|Communication","Morning","Intermediate","neutral"
"User_247","1","0.39","0.34","I feel isolated and disconnected from my peers.","Psychology","Machine Learning|Mentoring|Critical Thinking|Teaching","Evening","Advanced","negative"
"User_248","4","0.37","0.33","I am frustrated and feel like giving up on my goals.","Business","Machine Learning|Data Analysis|Public Speaking","Flexible|Evening|Afternoon","Intermediate","negative"
"User_249","3","0.1","0.23","I feel overwhelmed and cannot focus on anything.","Literature","Project Management|Mathematics|Teaching|Python|Writing","Evening|Weekends|Afternoon","Beginner","negative"
"User_250","7","0.73","0.58","Things are going well. I feel supported and engaged.","Engineering","Project Management|Machine Learning","Weekdays|Flexible|Evening","Expert","positive"
"User_251","7","0.77","0.88","Today was productive; I understood the material clearly.","Computer Science","Critical Thinking|Problem Solving","Night|Afternoon|Flexible","Expert","positive"
"User_252","7","0.43","0.38","Today was fine but I could be more productive.","Literature","Writing|Problem Solving|Statistics","Evening","Beginner","neutral"
"User_253","1","0.19","0.25","I cannot understand the material no matter how hard I try.","Engineering","Data Analysis|Statistics","Weekends|Flexible","Expert","negative"
"User_254","5","0.58","0.64","I am unsure about some concepts and need clarity.","Engineering","Statistics|Communication","Afternoon","Expert","neutral"
"User_255","3","0.31","0.27","I am exhausted and demotivated. Nothing seems to work.","Biology","Python|Critical Thinking","Weekends|Night|Afternoon","Beginner","negative"
"User_256","6","0.65","0.79","Today was fine but I could be more productive.","Biology","Python|Leadership","Weekdays","Advanced","neutral"
"User_257","4","0.49","0.45","I am unsure about some concepts and need clarity.","Physics","Public Speaking|Mentoring|Research|Statistics|Project Management","Night|Afternoon|Evening","Expert","neutral"
"User_258","6","0.53","0.67","I felt neither excited nor stressed today.","Biology","Teaching|Python|Writing|Machine Learning","Morning|Flexible|Evening","Expert","neutral"
"User_259","4","0.65","0.65","I am unsure about some concepts and need clarity.","Data Science","Teaching|Leadership|Problem Solving|Research|Statistics","Flexible|Weekdays","Beginner","neutral"
"User_260","2","0.1","0.0","I am frustrated and feel like giving up on my goals.","Engineering","Leadership|Mathematics|Public Speaking","Morning","Expert","negative"
"User_261","2","0.45","0.47","I have been withdrawing from group activities lately.","Literature","Communication|Machine Learning|Mathematics|Statistics","Night","Expert","negative"
"User_262","4","0.42","0.51","I feel overwhelmed and cannot focus on anything.","Literature","Statistics|Critical Thinking|Writing|Mathematics|Teaching","Weekends|Morning|Weekdays","Beginner","negative"
"User_263","3","0.4","0.26","I am exhausted and demotivated. Nothing seems to work.","Education","Teaching|Public Speaking|Problem Solving|Python|Writing","Night|Afternoon","Expert","negative"
"User_264","3","0.33","0.44","I feel overwhelmed and cannot focus on anything.","Physics","Public Speaking|Communication|Python|Project Management","Evening|Flexible","Expert","negative"
"User_265","2","0.1","0.01","I am frustrated and feel like giving up on my goals.","Business","Machine Learning|Critical Thinking|Teaching|Mentoring","Afternoon","Expert","negative"
"User_266","4","0.35","0.25","I feel isolated and disconnected from my peers.","Computer Science","Statistics|Research|Machine Learning","Night|Afternoon|Weekends","Beginner","negative"
"User_267","2","0.38","0.42","I feel anxious and unable to keep up with assignments.","Computer Science","Python|Communication|Machine Learning|Leadership|Research","Flexible|Night","Expert","negative"
"User_268","7","0.73","0.8","My energy is high and I feel positive about my goals.","Literature","Writing|Project Management|Problem Solving|Teaching|Data Analysis","Evening|Afternoon","Advanced","positive"
"User_269","3","0.06","0.0","I feel overwhelmed and cannot focus on anything.","Engineering","Project Management|Leadership|Mentoring","Weekdays","Intermediate","negative"
"User_270","4","0.66","0.69","It was an average day. Nothing special happened.","Physics","Mentoring|Writing|Teaching","Afternoon","Advanced","neutral"
"User_271","3","0.22","0.07","I cannot understand the material no matter how hard I try.","Business","Research|Leadership|Problem Solving|Public Speaking|Mentoring","Flexible|Weekends|Night","Beginner","negative"
"User_272","3","0.27","0.31","I feel hopeless about my academic performance.","Literature","Research|Mentoring|Statistics|Problem Solving","Evening","Advanced","negative"
"User_273","3","0.31","0.36","I am exhausted and demotivated. Nothing seems to work.","Biology","Data Analysis|Mathematics|Leadership","Flexible","Expert","negative"
"User_274","1","0.31","0.37","I am exhausted and demotivated. Nothing seems to work.","Mathematics","Critical Thinking|Public Speaking|Machine Learning|Python|Teaching","Weekends|Afternoon|Evening","Intermediate","negative"
"User_275","7","0.67","0.66","I managed my tasks but my focus was slightly off.","Data Science","Project Management|Writing|Mentoring|Data Analysis","Evening","Beginner","neutral"
"User_276","2","0.43","0.36","I feel isolated and disconnected from my peers.","Psychology","Communication|Leadership|Machine Learning","Night|Evening","Advanced","negative"
"User_277","7","0.81","0.68","Today was productive; I understood the material clearly.","Physics","Data Analysis|Statistics|Mentoring","Weekends|Evening","Expert","positive"
"User_278","2","0.45","0.39","I feel isolated and disconnected from my peers.","Education","Writing|Communication|Machine Learning|Public Speaking|Statistics","Evening|Weekdays","Intermediate","negative"
"User_279","10","0.75","0.79","I am motivated and looking forward to collaborating with others.","Literature","Problem Solving|Mathematics|Project Management","Afternoon","Expert","positive"
"User_280","7","0.51","0.37","It was an average day. Nothing special happened.","Data Science","Machine Learning|Communication|Python","Flexible|Weekends","Intermediate","neutral"
"User_281","8","0.73","0.67","Things are going well. I feel supported and engaged.","Mathematics","Statistics|Critical Thinking|Data Analysis","Evening|Afternoon|Morning","Beginner","positive"
"User_282","9","0.8","0.87","I am motivated and looking forward to collaborating with others.","Business","Communication|Mathematics|Leadership|Writing|Critical Thinking","Afternoon","Intermediate","positive"
"User_283","7","0.86","0.89","I am motivated and looking forward to collaborating with others.","Psychology","Machine Learning|Mentoring|Mathematics|Python","Weekdays|Evening","Beginner","positive"
"User_284","7","0.88","0.87","I feel confident and ready to tackle the challenges ahead.","Computer Science","Critical Thinking|Problem Solving","Morning|Weekends","Advanced","positive"
"User_285","7","0.76","0.69","Today was productive; I understood the material clearly.","Data Science","Teaching|Public Speaking|Machine Learning|Writing","Flexible|Morning","Beginner","positive"
"User_286","4","0.13","0.25","I feel anxious and unable to keep up with assignments.","Mathematics","Communication|Machine Learning|Critical Thinking","Afternoon|Morning","Expert","negative"
"User_287","4","0.18","0.26","I feel overwhelmed and cannot focus on anything.","Computer Science","Public Speaking|Statistics","Weekdays|Night|Afternoon","Beginner","negative"
"User_288","7","0.97","1.0","I completed my tasks and feel accomplished today.","Physics","Research|Problem Solving|Python|Statistics","Flexible","Beginner","positive"
"User_289","6","0.53","0.48","I completed the work but did not feel particularly engaged.","Psychology","Python|Project Management","Weekdays","Intermediate","neutral"
"User_290","3","0.4","0.49","I am struggling with the coursework and feel lost.","Business","Writing|Statistics|Critical Thinking|Mathematics","Evening|Night","Expert","negative"
"User_291","5","0.43","0.33","It was an average day. Nothing special happened.","Engineering","Critical Thinking|Teaching","Flexible|Weekends","Expert","neutral"
"User_292","6","0.58","0.64","I am okay but could use some guidance on next steps.","Physics","Statistics|Critical Thinking|Problem Solving|Python|Public Speaking","Weekdays|Evening","Beginner","neutral"
"User_293","2","0.44","0.33","I feel isolated and disconnected from my peers.","Data Science","Critical Thinking|Mentoring","Afternoon|Night|Evening","Expert","negative"
"User_294","1","0.05","0.0","I have been withdrawing from group activities lately.","Data Science","Project Management|Problem Solving|Writing|Statistics|Public Speaking","Afternoon|Evening","Advanced","negative"
"User_295","10","0.79","0.93","I completed my tasks and feel accomplished today.","Psychology","Problem Solving|Mathematics|Teaching|Public Speaking|Statistics","Night|Evening","Beginner","positive"
"User_296","1","0.09","0.14","I cannot understand the material no matter how hard I try.","Computer Science","Project Management|Statistics","Weekends|Weekdays|Evening","Intermediate","negative"
"User_297","6","0.51","0.57","It was an average day. Nothing special happened.","Biology","Communication|Data Analysis|Mathematics|Teaching|Machine Learning","Weekdays|Flexible","Advanced","neutral"
"User_298","8","0.65","0.53","Things are going well. I feel supported and engaged.","Mathematics","Machine Learning|Statistics|Python|Writing","Afternoon|Weekdays","Expert","positive"
"User_299","5","0.44","0.3","I am unsure about some concepts and need clarity.","Biology","Project Management|Mathematics|Leadership|Machine Learning|Communication","Flexible","Expert","neutral"
"User_300","4","0.63","0.76","Today was fine but I could be more productive.","Physics","Problem Solving|Python|Data Analysis","Morning|Weekends|Night","Expert","neutral"
"User_301","2","0.33","0.31","I have been withdrawing from group activities lately.","Engineering","Critical Thinking|Mentoring","Weekends|Evening|Flexible","Expert","negative"
"User_302","5","0.48","0.54","I managed my tasks but my focus was slightly off.","Mathematics","Mathematics|Writing|Project Management|Critical Thinking|Teaching","Weekdays|Weekends|Evening","Advanced","neutral"
"User_303","2","0.13","0.19","I feel hopeless about my academic performance.","Mathematics","Public Speaking|Mentoring|Writing|Machine Learning","Afternoon|Weekends|Weekdays","Advanced","negative"
"User_304","4","0.28","0.15","I cannot understand the material no matter how hard I try.","Data Science","Public Speaking|Project Management|Critical Thinking|Python","Morning|Flexible|Night","Intermediate","negative"
"User_305","9","0.91","0.87","I am motivated and looking forward to collaborating with others.","Mathematics","Writing|Project Management|Python|Machine Learning","Afternoon|Weekends","Beginner","positive"
"User_306","5","0.62","0.76","I am unsure about some concepts and need clarity.","Biology","Machine Learning|Mentoring|Python|Critical Thinking","Night|Weekdays","Advanced","neutral"
"User_307","9","0.72","0.7","My energy is high and I feel positive about my goals.","Biology","Mathematics|Teaching|Data Analysis|Machine Learning","Afternoon|Weekdays|Flexible","Advanced","positive"
"User_308","1","0.12","0.01","I have been withdrawing from group activities lately.","Data Science","Critical Thinking|Python","Evening|Weekends","Advanced","negative"
"User_309","6","0.4","0.4","Today was fine but I could be more productive.","Engineering","Writing|Communication","Morning|Weekdays|Weekends","Advanced","neutral"
"User_310","6","0.42","0.3","I managed my tasks but my focus was slightly off.","Data Science","Writing|Data Analysis|Statistics","Afternoon|Night|Weekends","Expert","neutral"
"User_311","8","0.88","0.76","Things are going well. I feel supported and engaged.","Business","Leadership|Mathematics|Teaching|Data Analysis","Weekends|Weekdays","Beginner","positive"
"User_312","8","0.97","0.83","I completed my tasks and feel accomplished today.","Computer Science","Critical Thinking|Mathematics|Statistics|Public Speaking","Weekends|Weekdays","Advanced","positive"
"User_313","6","0.55","0.68","Today was fine but I could be more productive.","Physics","Research|Mentoring","Evening","Beginner","neutral"
"User_314","7","0.87","0.86","I completed my tasks and feel accomplished today.","Biology","Project Management|Statistics|Leadership|Data Analysis|Critical Thinking","Flexible|Morning|Afternoon","Beginner","positive"
"User_315","7","0.68","0.65","I am motivated and looking forward to collaborating with others.","Mathematics","Teaching|Project Management","Evening","Expert","positive"
"User_316","7","0.49","0.55","I am unsure about some concepts and need clarity.","Psychology","Mentoring|Machine Learning","Morning|Weekdays|Weekends","Beginner","neutral"
"User_317","7","0.75","0.74","I am enthusiastic about my progress this week.","Literature","Research|Mathematics","Night|Flexible","Beginner","positive"
"User_318","5","0.62","0.51","I felt neither excited nor stressed today.","Engineering","Mentoring|Mathematics|Machine Learning|Public Speaking","Morning|Weekends","Intermediate","neutral"
"User_319","10","0.84","0.74","Today was productive; I understood the material clearly.","Mathematics","Machine Learning|Public Speaking|Project Management","Afternoon|Night","Intermediate","positive"
"User_320","9","0.72","0.66","I am motivated and looking forward to collaborating with others.","Literature","Project Management|Mathematics","Night|Weekdays|Weekends","Beginner","positive"
"User_321","7","0.72","0.84","My energy is high and I feel positive about my goals.","Business","Writing|Mentoring|Project Management|Leadership","Evening","Beginner","positive"
"User_322","10","0.76","0.7","I am enthusiastic about my progress this week.","Literature","Teaching|Public Speaking|Communication","Night|Afternoon","Beginner","positive"
"User_323","4","0.16","0.18","I feel isolated and disconnected from my peers.","Engineering","Public Speaking|Problem Solving|Project Management|Mathematics","Flexible|Evening","Expert","negative"
"User_324","7","0.94","1.0","I am motivated and looking forward to collaborating with others.","Data Science","Research|Machine Learning|Mentoring","Weekdays","Beginner","positive"
"User_325","1","0.38","0.43","I feel hopeless about my academic performance.","Education","Public Speaking|Python|Data Analysis","Weekends|Flexible","Expert","negative"
"User_326","10","0.73","0.81","I am enthusiastic about my progress this week.","Engineering","Data Analysis|Public Speaking|Statistics|Critical Thinking|Communication","Morning|Weekdays|Afternoon","Intermediate","positive"
"User_327","8","0.71","0.67","I am motivated and looking forward to collaborating with others.","Physics","Python|Leadership|Mathematics|Problem Solving","Morning","Advanced","positive"
"User_328","8","0.83","0.93","Things are going well. I feel supported and engaged.","Education","Public Speaking|Problem Solving|Python|Mathematics|Mentoring","Morning|Weekdays","Advanced","positive"
"User_329","8","0.78","0.74","I enjoyed the session and learned a lot of new concepts.","Business","Data Analysis|Research","Afternoon|Weekends","Expert","positive"
"User_330","4","0.37","0.28","I feel hopeless about my academic performance.","Computer Science","Problem Solving|Writing|Leadership","Weekends","Advanced","negative"
"User_331","9","0.86","0.9","Today was productive; I understood the material clearly.","Biology","Mathematics|Communication|Machine Learning|Statistics|Problem Solving","Night|Flexible|Afternoon","Intermediate","positive"
"User_332","5","0.41","0.34","I am okay but could use some guidance on next steps.","Engineering","Public Speaking|Teaching","Morning","Intermediate","neutral"
"User_333","10","0.86","0.96","I feel confident and ready to tackle the challenges ahead.","Mathematics","Leadership|Problem Solving","Night|Flexible|Afternoon","Intermediate","positive"
"User_334","5","0.59","0.56","I felt neither excited nor stressed today.","Engineering","Public Speaking|Problem Solving|Teaching|Mathematics","Afternoon","Expert","neutral"
"User_335","8","0.83","0.71","I enjoyed the session and learned a lot of new concepts.","Engineering","Writing|Problem Solving","Weekends|Morning|Flexible","Beginner","positive"
"User_336","1","0.41","0.37","I cannot understand the material no matter how hard I try.","Data Science","Communication|Project Management|Python|Machine Learning|Data Analysis","Afternoon|Night","Expert","negative"
"User_337","1","0.22","0.15","I am exhausted and demotivated. Nothing seems to work.","Physics","Public Speaking|Project Management|Statistics","Weekends|Flexible","Expert","negative"
"User_338","7","0.85","0.82","Today was productive; I understood the material clearly.","Data Science","Critical Thinking|Mentoring","Weekdays","Advanced","positive"
"User_339","10","0.88","0.9","I am enthusiastic about my progress this week.","Mathematics","Teaching|Communication|Public Speaking|Research|Mentoring","Flexible|Afternoon","Expert","positive"
"User_340","5","0.51","0.58","Today was fine but I could be more productive.","Mathematics","Teaching|Communication|Mathematics|Machine Learning","Weekdays|Afternoon","Beginner","neutral"
"User_341","5","0.43","0.56","I am unsure about some concepts and need clarity.","Business","Writing|Critical Thinking","Morning|Flexible|Afternoon","Expert","neutral"
"User_342","4","0.48","0.54","I managed my tasks but my focus was slightly off.","Psychology","Machine Learning|Critical Thinking","Weekends|Weekdays","Advanced","neutral"
"User_343","5","0.59","0.62","Today was fine but I could be more productive.","Computer Science","Project Management|Mentoring|Mathematics","Evening|Afternoon|Morning","Intermediate","neutral"
"User_344","3","0.15","0.12","I feel overwhelmed and cannot focus on anything.","Engineering","Research|Mathematics","Evening|Weekdays","Expert","negative"
"User_345","7","0.91","0.94","Today was productive; I understood the material clearly.","Psychology","Machine Learning|Project Management|Data Analysis|Teaching","Evening|Flexible","Intermediate","positive"
